ID,State,Institution,Series,first_enrollment,degree_enrollment,number_recipients,RAW_avg_aid,avg_aid,aid_concentration,RAW_total_aid,total_aid,RAW_total_cost,total_cost,private,public,urban,rural,carnegie,udgr_enrollment,acceptance_rate,udgr_recipients,RAW_udgr_avg,udgr_avg,RAW_udgr_aid,udgr_aid,doctoral,masters,bachelor,city,suburban,town_rural
168546,MI,Albion College,2012-2013,14,53,48,16484,19829,0.91,791225,951791,45884,55195,1,0,0,1,0,1355,0.70,355,18819,22638,6680745,8036489.637,0,0,1,0,0,1
168546,MI,Albion College,2013-2014,3,39,33,16705,19785,0.85,551267,652894,48195,57080,1,0,0,1,0,1284,0.56,346,20840,24682,7210640,8539935.285,0,0,1,0,0,1
168546,MI,Albion College,2014-2015,2,30,26,17611,20252,0.87,457895,526572,49685,57137,1,0,0,1,0,1249,0.61,356,22819,26241,8123564,9341966.165,0,0,1,0,0,1
168546,MI,Albion College,2015-2016,15,34,33,24183,27259,0.97,798037,899545,52085,58710,1,0,0,1,0,1360,0.80,455,28503,32129,12968865,14618468.15,0,0,1,0,0,1
168546,MI,Albion College,2016-2017,9,31,29,30495,33855,0.94,884360,981787,54150,60116,1,0,0,1,0,1393,0.72,402,30915,34321,12427830,13796964.56,0,0,1,0,0,1
168546,MI,Albion College,2017-2018,1,28,27,32634,35156,0.96,881110,949198,56750,61135,1,0,0,1,0,1558,0.71,515,35386,38120,18223790,19632042.56,0,0,1,0,0,1
168546,MI,Albion College,2018-2019,6,26,25,34947,36673,0.96,873680,916831,59470,62407,1,0,0,1,0,1512,0.68,428,37255,39095,15945140,16732671.46,0,0,1,0,0,1
168546,MI,Albion College,2019-2020,4,23,22,38669,39418,0.96,850710,867183,62155,63359,1,0,0,1,0,1451,0.69,NA,NA,NA,NA,NA,0,0,1,0,0,1
143084,IL,Augustana College,2012-2013,NA,NA,NA,NA,NA,NA,NA,NA,45598,54851,1,0,1,0,0,2531,0.69,644,19326,23248,12445944,14971638.64,0,0,1,1,0,0
143084,IL,Augustana College,2013-2014,NA,NA,NA,NA,NA,NA,NA,NA,47137,55827,1,0,1,0,0,2504,0.59,608,19467,23056,11835936,14017913.46,0,0,1,1,0,0
143084,IL,Augustana College,2014-2015,27,56,44,24609,28300,0.79,1082817,1245222,48871,56201,1,0,1,0,0,2469,0.54,716,23161,26635,16583276,19070497.05,0,0,1,1,0,0
143084,IL,Augustana College,2015-2016,27,87,61,23535,26529,0.70,1435653,1618264,50698,57147,1,0,1,0,0,2454,0.49,666,24168,27242,16095888,18143239.69,0,0,1,1,0,0
143084,IL,Augustana College,2016-2017,43,120,86,24502,27201,0.72,2107215,2339360,51858,57571,1,0,1,0,0,2522,0.52,689,25060,27821,17266340,19168517.84,0,0,1,1,0,0
143084,IL,Augustana College,2017-2018,87,186,123,24982,26912,0.66,3072792,3310244,53422,57550,1,0,1,0,0,2634,0.59,735,26173,28196,19237155,20723715.85,0,0,1,1,0,0
143084,IL,Augustana College,2018-2019,90,246,193,28351,29751,0.78,5471736,5741985,54907,57619,1,0,1,0,0,2529,0.64,630,27157,28498,17108910,17953920.13,0,0,1,1,0,0
143084,IL,Augustana College,2019-2020,102,295,212,29193,29758,0.72,6188872,6308714,56700,57798,1,0,1,0,0,2532,0.57,NA,NA,NA,NA,NA,0,0,1,1,0,0
201195,OH,Baldwin Wallace University,2012-2013,1,48,15,9500,11428,0.31,142500,171418,38370,46157,1,0,0,1,1,3428,0.65,712,15242,18335,10852304,13054596.25,0,1,0,0,1,0
201195,OH,Baldwin Wallace University,2013-2014,7,48,15,10572,12521,0.31,158590,187826,39230,46462,1,0,0,1,1,3331,0.64,761,15488,18343,11786368,13959207.5,0,1,0,0,1,0
201195,OH,Baldwin Wallace University,2014-2015,11,35,25,12600,14490,0.71,316000,363395,41508,47734,1,0,0,1,1,3276,0.64,715,16314,18761,11664510,13413996.34,0,1,0,0,1,0
201195,OH,Baldwin Wallace University,2015-2016,7,31,18,15700,17697,0.58,282000,317870,43332,48844,1,0,0,1,1,3300,0.60,756,17500,19726,13230000,14912818.79,0,1,0,0,1,0
201195,OH,Baldwin Wallace University,2016-2017,3,25,21,14615,16225,0.84,306900,340710,44646,49565,1,0,0,1,1,3228,0.60,700,17174,19066,12021800,13346203.53,0,1,0,0,1,0
201195,OH,Baldwin Wallace University,2017-2018,1,23,22,13110,14123,0.96,288000,310255,46004,49559,1,0,0,1,1,3131,0.78,682,18892,20352,12884344,13879988.18,0,1,0,0,1,0
201195,OH,Baldwin Wallace University,2018-2019,4,22,22,12100,12698,1.00,266000,279138,47528,49875,1,0,0,1,1,3058,0.74,663,19796,20774,13124748,13772980.12,0,1,0,0,1,0
201195,OH,Baldwin Wallace University,2019-2020,1,17,14,12643,12888,0.82,177000,180427,50260,51233,1,0,0,1,1,2925,0.73,NA,NA,NA,NA,NA,0,1,0,0,1,0
238333,WI,Beloit College,2012-2013,NA,NA,NA,NA,NA,NA,NA,NA,48236,58025,1,0,1,0,0,1255,0.67,296,22643,27238,6702328,8062452.543,0,0,1,1,0,0
238333,WI,Beloit College,2013-2014,NA,NA,NA,NA,NA,NA,NA,NA,50406,59698,1,0,1,0,0,1244,0.68,295,24272,28747,7160240,8480243.949,0,0,1,1,0,0
238333,WI,Beloit College,2014-2015,NA,NA,NA,NA,NA,NA,NA,NA,52270,60110,1,0,1,0,0,1225,0.69,294,23900,27485,7026600,8080475.448,0,0,1,1,0,0
238333,WI,Beloit College,2015-2016,NA,NA,NA,NA,NA,NA,NA,NA,55240,62266,1,0,1,0,0,1271,0.69,382,28134,31713,10747188,12114200.09,0,0,1,1,0,0
238333,WI,Beloit College,2016-2017,76,177,171,24722,27446,0.97,4227448,4693173,57506,63841,1,0,1,0,0,1315,0.70,373,29492,32741,11000516,12212407.91,0,0,1,1,0,0
238333,WI,Beloit College,2017-2018,50,205,199,27707,29848,0.97,5458261,5880051,59442,64035,1,0,1,0,0,1324,0.54,316,32066,34544,10132856,10915877.55,0,0,1,1,0,0
238333,WI,Beloit College,2018-2019,53,212,211,31216,32758,1.00,6430523,6748127,61584,64626,1,0,1,0,0,1212,0.56,262,35052,36783,9183624,9637203.763,0,0,1,1,0,0
238333,WI,Beloit College,2019-2020,45,197,193,35056,35735,0.98,6765790,6896804,63514,64744,1,0,1,0,0,1069,0.62,NA,NA,NA,NA,NA,0,0,1,1,0,0
150145,IN,Bethel University,2012-2013,NA,NA,NA,NA,NA,NA,NA,NA,34560,41573,1,0,1,0,1,1733,0.73,222,11372,13680,2524584,3036905.787,0,1,0,1,0,0
150145,IN,Bethel University,2013-2014,NA,NA,NA,NA,NA,NA,NA,NA,35430,41962,1,0,1,0,1,1579,0.72,245,12003,14216,2940735,3482865.126,0,1,0,1,0,0
150145,IN,Bethel University,2014-2015,3,12,9,22270,25610,0.75,200430,230491,36710,42216,1,0,1,0,1,1520,0.71,215,13901,15986,2988715,3436973.526,0,1,0,1,0,0
150145,IN,Bethel University,2015-2016,6,13,13,20219,22791,1.00,262852,296286,38930,43882,1,0,1,0,1,1436,0.67,277,14049,15836,3891573,4386570.141,0,1,0,1,0,0
150145,IN,Bethel University,2016-2017,0,9,9,23127,25675,1.00,208144,231075,39760,44140,1,0,1,0,1,1339,0.98,229,13876,15405,3177604,3527670.541,0,1,0,1,0,0
150145,IN,Bethel University,2017-2018,0,6,6,23130,24917,1.00,138779,149503,40730,43877,1,0,1,0,1,1254,0.90,226,14147,15240,3197222,3444288.941,0,1,0,1,0,0
150145,IN,Bethel University,2018-2019,4,22,17,18813,19742,0.77,319813,335609,41590,43644,1,0,1,0,1,1244,0.92,295,15714,16490,4635630,4864584.055,0,1,0,1,0,0
150145,IN,Bethel University,2019-2020,2,13,13,20145,20535,1.00,261890,266961,42406,43227,1,0,1,0,1,1174,0.94,NA,NA,NA,NA,NA,0,1,0,1,0,0
201441,OH,"Bowling Green State University, Main Campus",2012-2013,NA,NA,NA,NA,NA,NA,NA,NA,30262,36403,0,1,0,1,1,14514,0.74,2760,4130,4968,11398800,13711994.41,1,0,0,0,0,1
201441,OH,"Bowling Green State University, Main Campus",2013-2014,NA,NA,NA,NA,NA,NA,NA,NA,30814,36495,0,1,0,1,1,14161,0.73,2342,5603,6636,13122226,15541333.48,1,0,0,0,0,1
201441,OH,"Bowling Green State University, Main Campus",2014-2015,35,241,96,10601,12191,0.40,1017694,1170332,31566,36300,0,1,0,1,1,13697,0.53,2155,5467,6287,11781385,13548400.68,1,0,0,0,0,1
201441,OH,"Bowling Green State University, Main Campus",2015-2016,49,264,114,10409,11733,0.43,1186639,1337576,31590,35608,0,1,0,1,1,13900,0.73,2341,5431,6122,12713971,14331152.35,1,0,0,0,0,1
201441,OH,"Bowling Green State University, Main Campus",2016-2017,43,274,140,11553,12826,0.51,1617362,1795542,31897,35411,0,1,0,1,1,13901,0.76,2341,5400,5995,12641400,14034062.89,1,0,0,0,0,1
201441,OH,"Bowling Green State University, Main Campus",2017-2018,34,261,169,11433,12316,0.65,1932163,2081472,32105,34586,0,1,0,1,1,13790,0.73,2282,5655,6092,12904710,13901927.97,1,0,0,0,0,1
201441,OH,"Bowling Green State University, Main Campus",2018-2019,51,264,171,11244,11799,0.65,1922750,2017715,32903,34528,0,1,0,1,1,13729,0.72,2225,5985,6281,13316625,13974333.94,1,0,0,0,0,1
201441,OH,"Bowling Green State University, Main Campus",2019-2020,57,236,176,12486,12728,0.75,2197557,2240111,33176,33818,0,1,0,1,1,13772,0.72,NA,NA,NA,NA,NA,1,0,0,0,0,1
201645,OH,Case Western Reserve University,2012-2013,93,316,5,28768,34606,0.02,143840,173030,56026,67396,1,0,1,0,1,4278,0.54,1172,29318,35268,34360696,41333620.32,1,0,0,1,0,0
201645,OH,Case Western Reserve University,2013-2014,144,375,14,17159,20322,0.04,240226,284512,57798,68453,1,0,1,0,1,4551,0.42,1057,26884,31840,28416388,33655003.52,1,0,0,1,0,0
201645,OH,Case Western Reserve University,2014-2015,147,442,31,13245,15232,0.07,410617,472203,59634,68578,1,0,1,0,1,4807,0.38,1088,26616,30608,28958208,33301467.11,1,0,0,1,0,0
201645,OH,Case Western Reserve University,2015-2016,189,535,40,25520,28766,0.07,1020890,1150744,61510,69334,1,0,1,0,1,5039,0.36,1018,27016,30452,27502288,31000501.69,1,0,0,1,0,0
201645,OH,Case Western Reserve University,2016-2017,197,625,79,23228,25787,0.13,1835002,2037158,63404,70389,1,0,1,0,1,5048,0.35,1029,27362,30376,28155498,31257299.79,1,0,0,1,0,0
201645,OH,Case Western Reserve University,2017-2018,187,670,96,27336,29448,0.14,2624252,2827042,67204,72397,1,0,1,0,1,5020,0.33,1092,31673,34121,34586916,37259637.36,1,0,0,1,0,0
201645,OH,Case Western Reserve University,2018-2019,177,693,127,31870,33444,0.18,4047565,4247474,67332,70658,1,0,1,0,1,5131,0.29,1186,30077,31563,35671322,37433130.82,1,0,0,1,0,0
201645,OH,Case Western Reserve University,2019-2020,212,721,157,30735,31330,0.22,4825456,4918897,69638,70986,1,0,1,0,1,5269,0.27,NA,NA,NA,NA,NA,1,0,0,1,0,0
169248,MI,Central Michigan University,2012-2013,NA,NA,NA,NA,NA,NA,NA,NA,34366,41340,0,1,0,1,1,20848,0.69,2229,6571,7904,14646759,17619071.96,1,0,0,0,0,1
169248,MI,Central Michigan University,2013-2014,NA,NA,NA,NA,NA,NA,NA,NA,34454,40806,0,1,0,1,1,20070,0.63,2043,6111,7238,12484773,14786364.8,1,0,0,0,0,1
169248,MI,Central Michigan University,2014-2015,NA,NA,NA,NA,NA,NA,NA,NA,34620,39812,0,1,0,1,1,20297,0.69,2964,6410,7371,18999240,21848816.26,1,0,0,0,0,1
169248,MI,Central Michigan University,2015-2016,NA,NA,NA,NA,NA,NA,NA,NA,34742,39161,0,1,0,1,1,19954,0.69,2771,6726,7582,18637746,21008414.87,1,0,0,0,0,1
169248,MI,Central Michigan University,2016-2017,23,400,53,5979,6638,0.13,316912,351825,35014,38871,0,1,0,1,1,19551,0.72,2965,6794,7542,20144210,22363433.64,1,0,0,0,0,1
169248,MI,Central Michigan University,2017-2018,14,342,58,9186,9896,0.17,532816,573990,35236,37959,0,1,0,1,1,17489,0.68,2621,7495,8074,19644395,21162425.52,1,0,0,0,0,1
169248,MI,Central Michigan University,2018-2019,25,342,75,8320,8731,0.22,623986,654805,36049,37829,0,1,0,1,1,16157,0.69,2437,7440,7807,18131280,19026785.05,1,0,0,0,0,1
169248,MI,Central Michigan University,2019-2020,16,264,91,10633,10839,0.34,967567,986303,36528,37235,0,1,0,1,1,14409,0.70,NA,NA,NA,NA,NA,1,0,0,0,0,1
202134,OH,Cleveland State University,2012-2013,33,433,49,13558,16309,0.11,665818,800935,28058,33752,0,1,1,0,1,11162,0.63,684,5442,6546,3722328,4477711.752,1,0,0,1,0,0
202134,OH,Cleveland State University,2013-2014,62,547,47,14768,17491,0.09,694113,822074,28500,33754,0,1,1,0,1,11484,0.63,706,5325,6307,3759450,4452511.803,1,0,0,1,0,0
202134,OH,Cleveland State University,2014-2015,NA,NA,NA,NA,NA,NA,NA,NA,29326,33724,0,1,1,0,1,11308,0.84,622,5258,6047,3270476,3760994.083,1,0,0,1,0,0
202134,OH,Cleveland State University,2015-2016,71,616,48,11877,13388,0.08,570116,642633,29890,33692,0,1,1,0,1,11658,0.88,828,5987,6749,4957236,5587782.477,1,0,0,1,0,0
202134,OH,Cleveland State University,2016-2017,47,595,46,12824,14237,0.08,589909,654897,30434,33787,0,1,1,0,1,11752,0.88,852,5757,6391,4904964,5445328.306,1,0,0,1,0,0
202134,OH,Cleveland State University,2017-2018,89,621,48,13442,14481,0.08,645222,695082,30520,32878,0,1,1,0,1,11647,0.90,1037,5111,5506,5300107,5709675.44,1,0,0,1,0,0
202134,OH,Cleveland State University,2018-2019,101,717,62,15149,15897,0.09,939236,985625,31992,33572,0,1,1,0,1,11603,0.88,1066,5182,5438,5524012,5796843.298,1,0,0,1,0,0
202134,OH,Cleveland State University,2019-2020,NA,NA,NA,NA,NA,NA,NA,NA,32522,33152,0,1,1,0,1,11267,0.94,NA,NA,NA,NA,NA,1,0,0,1,0,0
150455,IN,Earlham College,2012-2013,NA,NA,NA,NA,NA,NA,NA,NA,50930,61265,1,0,0,1,0,1020,0.75,274,27398,32958,7507052,9030481.72,0,0,1,0,0,1
150455,IN,Earlham College,2013-2014,NA,NA,NA,NA,NA,NA,NA,NA,52710,62427,1,0,0,1,0,1016,0.64,245,29390,34808,7200550,8527985.175,0,0,1,0,0,1
150455,IN,Earlham College,2014-2015,NA,NA,NA,NA,NA,NA,NA,NA,54470,62640,1,0,0,1,0,942,0.65,259,29004,33354,7512036,8638718.934,0,0,1,0,0,1
150455,IN,Earlham College,2015-2016,67,201,154,41845,47168,0.77,6444103,7263775,56510,63698,1,0,0,1,0,935,0.62,244,31654,35680,7723576,8705993.145,0,0,1,0,0,1
150455,IN,Earlham College,2016-2017,72,225,189,39738,44116,0.84,7510543,8337956,57870,64245,1,0,0,1,0,994,0.58,354,34679,38499,12276366,13628814.25,0,0,1,0,0,1
150455,IN,Earlham College,2017-2018,40,221,216,38827,41827,0.98,8386784,9034877,58670,63204,1,0,0,1,0,1027,0.52,283,32935,35480,9320605,10040859.45,0,0,1,0,0,1
150455,IN,Earlham College,2018-2019,62,224,214,34025,35705,0.96,7281444,7641075,59850,62806,1,0,0,1,0,1025,0.65,264,34493,36197,9106152,9555905.416,0,0,1,0,0,1
150455,IN,Earlham College,2019-2020,41,211,222,37537,38264,1.00,8333260,8494627,61265,62451,1,0,0,1,0,919,0.63,NA,NA,NA,NA,NA,0,0,1,0,0,1
169798,MI,Eastern Michigan University,2012-2013,42,386,200,19772,23784,0.52,3954482,4756977,34950,42043,0,1,0,1,1,18383,0.60,2359,4712,5668,11115608,13371333.36,1,0,0,0,1,0
169798,MI,Eastern Michigan University,2013-2014,42,386,200,19772,23417,0.52,3954482,4683498,36301,42993,0,1,0,1,1,18543,0.64,2571,4799,5684,12338229,14612805.13,1,0,0,0,1,0
169798,MI,Eastern Michigan University,2014-2015,37,363,216,19475,22396,0.60,4206571,4837488,37198,42777,0,1,0,1,1,17723,0.69,2321,5083,5845,11797643,13567097.12,1,0,0,0,1,0
169798,MI,Eastern Michigan University,2015-2016,31,381,201,19111,21542,0.53,3841218,4329810,39878,44950,0,1,0,1,1,17275,0.75,2615,5668,6389,14821820,16707113.82,1,0,0,0,1,0
169798,MI,Eastern Michigan University,2016-2017,36,257,202,18693,20752,0.79,3775960,4191946,39878,44271,0,1,0,1,1,17025,0.73,2549,5289,5872,13481661,14966892.78,1,0,0,0,1,0
169798,MI,Eastern Michigan University,2017-2018,46,262,192,19613,21129,0.73,3765667,4056661,42488,45771,0,1,0,1,1,16536,0.45,2597,5569,5999,14462693,15580304.89,1,0,0,0,1,0
169798,MI,Eastern Michigan University,2018-2019,39,270,192,19613,20582,0.71,3765667,3951654,26196,27490,0,1,0,1,1,15256,0.76,2151,6082,6382,13082382,13728521.66,1,0,0,0,1,0
169798,MI,Eastern Michigan University,2019-2020,63,299,152,21357,21771,0.51,3246327,3309189,27566,28100,0,1,0,1,1,14381,0.74,NA,NA,NA,NA,NA,1,0,0,0,1,0
169910,MI,Ferris State University,2012-2013,27,192,74,9375,11277,0.39,693750,834535,28252,33985,0,1,0,1,1,12700,0.71,1382,4727,5686,6532714,7858418.239,0,1,0,0,0,1
169910,MI,Ferris State University,2013-2014,24,239,73,8230,9747,0.31,600676,711412,28134,33321,0,1,0,1,1,12646,0.76,1227,4848,5742,5948496,7045112.623,0,1,0,0,0,1
169910,MI,Ferris State University,2014-2015,11,217,56,8255,9493,0.26,462260,531591,28055,32263,0,1,0,1,1,12632,0.78,1261,5045,5802,6361745,7315903.037,0,1,0,0,0,1
169910,MI,Ferris State University,2015-2016,5,165,43,6820,7687,0.26,293418,330740,29030,32723,0,1,0,1,1,12571,0.78,1322,4485,5055,5929170,6683343.749,0,1,0,0,0,1
169910,MI,Ferris State University,2016-2017,4,108,19,6330,7027,0.18,120260,133509,22976,25507,0,1,0,1,1,12006,0.78,1319,4822,5353,6360218,7060903.017,0,1,0,0,0,1
169910,MI,Ferris State University,2017-2018,19,237,68,8913,9602,0.29,606116,652954,23556,25376,0,1,0,1,1,11549,0.74,1418,5199,5601,7372182,7941871.079,0,1,0,0,0,1
169910,MI,Ferris State University,2018-2019,21,193,55,9430,9896,0.28,518580,544193,23556,24719,0,1,0,1,1,11008,0.81,1326,4894,5136,6489444,6809958.045,0,1,0,0,0,1
169910,MI,Ferris State University,2019-2020,15,146,59,9000,9174,0.40,530938,541219,23651,24109,0,1,0,1,1,10398,0.87,NA,NA,NA,NA,NA,0,1,0,0,0,1
170082,MI,Grand Valley State University,2012-2013,47,270,151,8137,9788,0.56,1228663,1477999,26462,31832,0,1,0,1,1,21227,0.82,2809,4001,4813,11238809,13519535.93,0,1,0,0,1,0
170082,MI,Grand Valley State University,2013-2014,23,268,161,8900,10541,0.60,1432961,1697130,26830,31776,0,1,0,1,1,21137,0.83,2835,3806,4508,10790010,12779169,0,1,0,0,1,0
170082,MI,Grand Valley State University,2014-2015,35,251,138,9448,10865,0.55,1303776,1499321,26768,30783,0,1,0,1,1,21561,0.80,2861,4123,4741,11795903,13565096.15,0,1,0,0,1,0
170082,MI,Grand Valley State University,2015-2016,37,282,184,9206,10377,0.65,1693862,1909316,26944,30371,0,1,0,1,1,21889,0.81,2784,3981,4487,11083104,12492843.66,0,1,0,0,1,0
170082,MI,Grand Valley State University,2016-2017,31,265,168,8033,8918,0.63,1349480,1498148,27938,31016,0,1,0,1,1,22081,0.82,2894,4404,4889,12745176,14149271.56,0,1,0,0,1,0
170082,MI,Grand Valley State University,2017-2018,43,254,168,8337,8981,0.66,1400695,1508934,29314,31579,0,1,0,1,1,21837,0.81,2845,4727,5092,13448315,14487540.32,0,1,0,0,1,0
170082,MI,Grand Valley State University,2018-2019,42,243,154,9973,10466,0.63,1535878,1611735,30226,31719,0,1,0,1,1,21589,0.83,3054,6027,6325,18406458,19315554.11,0,1,0,0,1,0
170082,MI,Grand Valley State University,2019-2020,33,235,142,11402,11623,0.60,1619054,1650406,30476,31066,0,1,0,1,1,21019,0.83,NA,NA,NA,NA,NA,0,1,0,0,1,0
170301,MI,Hope College,2012-2013,22,56,51,11918,14337,0.91,607833,731182,38680,46529,1,0,1,0,0,3251,0.85,833,11829,14229,9853557,11853170.37,0,0,1,1,0,0
170301,MI,Hope College,2013-2014,17,67,57,12918,15299,0.85,736318,872060,40050,47433,1,0,1,0,0,3296,0.73,761,12403,14690,9438683,11178722.28,0,0,1,1,0,0
170301,MI,Hope College,2014-2015,18,75,68,14154,16277,0.91,962495,1106854,41210,47391,1,0,1,0,0,3312,0.77,757,13439,15455,10173323,11699155.6,0,0,1,1,0,0
170301,MI,Hope College,2015-2016,3,40,67,14115,15910,1.00,945680,1065968,42520,47928,1,0,1,0,0,3254,0.72,718,13168,14843,9454624,10657225.58,0,0,1,1,0,0
170301,MI,Hope College,2016-2017,18,68,62,16413,18221,0.91,1017582,1129686,43840,48670,1,0,1,0,0,3083,0.84,669,14197,15761,9497793,10544134.69,0,0,1,1,0,0
170301,MI,Hope College,2017-2018,17,71,67,18338,19755,0.94,1228645,1323589,45410,48919,1,0,1,0,0,3029,0.74,752,15687,16899,11796624,12708214.06,0,0,1,1,0,0
170301,MI,Hope College,2018-2019,19,71,66,19201,20149,0.93,1267234,1329823,47000,49321,1,0,1,0,0,3046,0.76,759,15765,16544,11965635,12556618.46,0,0,1,1,0,0
170301,MI,Hope College,2019-2020,14,65,59,21316,21729,0.91,1257662,1282016,48680,49623,1,0,1,0,0,2966,0.86,NA,NA,NA,NA,NA,0,0,1,1,0,0
145725,IL,Illinois Institute of Technology,2012-2013,NA,NA,NA,NA,NA,NA,NA,NA,51922,62459,1,0,1,0,1,2729,0.54,406,24488,29457,9942128,11959715.37,1,0,0,1,0,0
145725,IL,Illinois Institute of Technology,2013-2014,92,700,592,18080,21413,0.85,10703818,12677087,54677,64757,1,0,1,0,1,2855,0.57,463,25641,30368,11871783,14060368.92,1,0,0,1,0,0
145725,IL,Illinois Institute of Technology,2014-2015,92,909,661,19147,22019,0.73,12656070,14554274,57232,65816,1,0,1,0,1,3046,0.51,438,27838,32013,12193044,14021801.82,1,0,0,1,0,0
145725,IL,Illinois Institute of Technology,2015-2016,95,774,679,20234,22808,0.88,13738767,15486300,60424,68110,1,0,1,0,1,2923,0.53,479,29046,32741,13913034,15682732.8,1,0,0,1,0,0
145725,IL,Illinois Institute of Technology,2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,63427,70415,1,0,1,0,1,2859,0.57,501,31390,34848,15726390,17458916.44,1,0,0,1,0,0
145725,IL,Illinois Institute of Technology,2017-2018,74,602,596,21980,23679,0.99,13099820,14112115,62582,67418,1,0,1,0,1,2763,0.54,472,31470,33902,14853840,16001677.97,1,0,0,1,0,0
145725,IL,Illinois Institute of Technology,2018-2019,85,529,594,22237,23335,1.00,13208696,13861074,65816,69067,1,0,1,0,1,2924,0.58,608,33859,35531,20586272,21603029.26,1,0,0,1,0,0
145725,IL,Illinois Institute of Technology,2019-2020,74,533,523,23645,24103,0.98,12366525,12605992,68262,69584,1,0,1,0,1,3032,0.60,NA,NA,NA,NA,NA,1,0,0,1,0,0
145813,IL,Illinois State University,2012-2013,8,90,NA,NA,NA,NA,NA,NA,32706,39343,0,1,0,1,1,18179,0.74,1054,4548,5471,4793592,5766370.731,1,0,0,0,1,0
145813,IL,Illinois State University,2013-2014,8,81,NA,NA,NA,NA,NA,NA,33699,39911,0,1,0,1,1,17667,0.69,1120,4820,5709,5398400,6393605.373,1,0,0,0,1,0
145813,IL,Illinois State University,2014-2015,7,69,NA,NA,NA,NA,NA,NA,34608,39799,0,1,0,1,1,18056,0.74,1661,4924,5663,8178764,9405445.265,1,0,0,0,1,0
145813,IL,Illinois State University,2015-2016,14,75,NA,NA,NA,NA,NA,NA,35237,39719,0,1,0,1,1,18343,0.88,1757,5582,6292,9807574,11055069.83,1,0,0,0,1,0
145813,IL,Illinois State University,2016-2017,20,76,44,19003,21097,0.58,836139,928254,39304,43634,0,1,0,1,1,18571,0.89,2012,5300,5884,10663600,11838374.94,1,0,0,0,1,0
145813,IL,Illinois State University,2017-2018,18,84,45,18980,20447,0.54,816130,879197,40036,43130,0,1,0,1,1,18264,0.89,1818,5899,6355,10724382,11553114.02,1,0,0,0,1,0
145813,IL,Illinois State University,2018-2019,17,128,54,17795,18674,0.42,960932,1008392,41282,43321,0,1,0,1,1,18044,0.89,2445,5263,5523,12868035,13503588.05,1,0,0,0,1,0
145813,IL,Illinois State University,2019-2020,23,117,46,21268,21680,0.39,978333,997278,42648,43474,0,1,0,1,1,18199,0.82,NA,NA,NA,NA,NA,1,0,0,0,1,0
145646,IL,Illinois Wesleyan University,2012-2013,NA,NA,NA,NA,NA,NA,NA,NA,48522,58369,1,0,1,0,0,2007,0.60,480,18216,21913,8743680,10518062.54,0,0,1,1,0,0
145646,IL,Illinois Wesleyan University,2013-2014,NA,NA,NA,NA,NA,NA,NA,NA,50352,59634,1,0,1,0,0,2000,0.58,520,20438,24206,10627760,12587007.9,0,0,1,1,0,0
145646,IL,Illinois Wesleyan University,2014-2015,63,147,144,21808,25079,0.98,3118535,3586264,52690,60593,1,0,1,0,0,1883,0.60,446,19513,22440,8702798,10008075.82,0,0,1,1,0,0
145646,IL,Illinois Wesleyan University,2015-2016,39,163,156,19031,21452,0.96,2892754,3260704,54686,61642,1,0,1,0,0,1834,0.62,441,21976,24771,9691416,10924136.86,0,0,1,1,0,0
145646,IL,Illinois Wesleyan University,2016-2017,28,159,149,20281,22515,0.94,3001570,3332243,56720,62969,1,0,1,0,0,1763,0.58,421,24430,27121,10285030,11418099.09,0,0,1,1,0,0
145646,IL,Illinois Wesleyan University,2017-2018,18,132,131,22319,24044,0.99,2901470,3125683,59630,64238,1,0,1,0,0,1642,0.61,368,25490,27460,9380320,10105188.96,0,0,1,1,0,0
145646,IL,Illinois Wesleyan University,2018-2019,17,95,93,25227,26473,0.98,2320904,2435534,61020,64034,1,0,1,0,0,1686,0.59,488,29243,30687,14270584,14975409.04,0,0,1,1,0,0
145646,IL,Illinois Wesleyan University,2019-2020,17,69,66,28203,28749,0.96,1861388,1897432,63840,65076,1,0,1,0,0,1619,0.61,NA,NA,NA,NA,NA,0,0,1,1,0,0
151351,IN,"Indiana University, Bloomington",2012-2013,695,3285,279,9191,11056,0.08,2564204,3084566,44566,53610,0,1,1,0,1,31927,0.74,3524,8682,10444,30595368,36804182.45,1,0,0,1,0,0
151351,IN,"Indiana University, Bloomington",2013-2014,604,3438,427,7096,8404,0.12,3029948,3588525,45961,54434,0,1,1,0,1,31984,0.72,3458,9103,10781,31478174,37281235.63,1,0,0,1,0,0
151351,IN,"Indiana University, Bloomington",2014-2015,731,3535,976,3577,4113,0.28,3490676,4014220,47270,54360,0,1,1,0,1,32252,0.76,3691,7787,8955,28741817,33052620.98,1,0,0,1,0,0
151351,IN,"Indiana University, Bloomington",2015-2016,706,3574,1084,3950,4452,0.30,4281603,4826211,47892,53984,0,1,1,0,1,32694,0.78,4353,8021,9041,34915413,39356555.34,1,0,0,1,0,0
151351,IN,"Indiana University, Bloomington",2016-2017,671,3533,1035,4449,4939,0.29,4604591,5111864,48667,54028,0,1,1,0,1,32924,0.79,4450,8401,9327,37384450,41502976.13,1,0,0,1,0,0
151351,IN,"Indiana University, Bloomington",2017-2018,688,3438,1319,4694,5057,0.38,6191761,6670232,48739,52505,0,1,1,0,1,33104,0.76,4675,8375,9022,39153125,42178702.47,1,0,0,1,0,0
